"","EDUC","CLASS","WRKSTAT","MARITAL","AGE","CHILDS","SEX","RELTRAD","ATTEND","RELPERSN","RELACTIV","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","INTRNETUSE","INTPRFSSNL","UNPLUG","INTHOME","INTPUB","INTSKILL","INTSURF","INTLITERACY","INTAPPS","INTCOMM","INTSHARE","INTSEARCH","INTGAME","INTSTREAM","INTFNCL","INTMEET","INTLNLY","INTVIEWS","INTRUST","TRPPL","RACECEN1.mod"
"899",12,2,1,1,82,2,2,1,8,1,4,3,7,7,7,2,2,1,2,3,4,3,1,5,5,4,3,5,5,5,4,5,6,0,6,1
"900",12,3,5,5,82,0,2,2,8,1,3,3,7,4,7,2,5,6,1,4,1,1,2,3,3,5,2,5,4,3,5,3,6,3,6,1
"901",15,2,8,3,58,4,1,1,1,3,2,6,6,6,5,1,1,6,1,4,2,2,2,2,3,3,2,1,1,1,5,3,2,0,4,1
"902",13,3,5,1,75,2,2,4,0,3,1,6,3,4,4,1,2,2,1,3,3,2,2,3,3,3,2,2,3,4,4,4,3,5,5,1
"903",17,3,2,3,54,0,1,7,1,4,2,5,4,4,6,2,2,6,2,2,2,1,1,2,2,4,1,4,2,2,4,4,5,2,7,1
"904",15,3,1,1,29,1,2,2,3,4,3,2,2,3,4,1,1,2,2,3,1,1,1,1,1,2,1,5,2,2,3,4,6,2,5,1
"905",14,3,1,1,48,2,2,1,8,2,8,3,3,5,2,1,1,2,1,3,1,1,1,2,3,3,1,5,2,2,4,4,6,5,5,1
"906",16,3,1,5,25,0,1,4,4,2,2,5,7,3,3,1,2,2,2,2,1,1,1,1,1,1,1,3,1,1,4,2,6,2,7,1
"907",15,3,5,3,62,1,1,1,2,4,1,5,4,5,7,1,1,2,1,1,2,1,2,4,2,2,2,5,5,2,4,4,3,5,7,1
"908",15,2,1,3,47,1,1,7,0,4,1,4,7,3,7,1,2,5,1,2,1,1,1,1,3,3,1,1,1,1,3,3,6,2,3,1
"909",12,3,5,1,74,3,2,4,7,2,5,3,3,5,3,5,5,6,1,5,1,1,1,1,1,1,1,4,3,1,5,2,6,0,5,1
"910",12,2,5,1,83,2,2,7,1,4,2,3,5,5,5,1,5,6,1,5,2,2,2,4,3,4,2,5,4,3,4,4,3,5,5,1
"911",16,1,8,5,63,0,1,4,0,2,8,5,1,2,7,2,5,6,1,4,3,3,4,4,4,5,1,5,1,2,4,4,6,7,4,1
"912",14,3,1,1,50,1,2,4,0,3,3,2,7,6,6,1,1,6,1,3,3,3,2,5,2,4,2,5,2,2,5,4,6,0,10,6
"913",9,2,1,5,42,0,1,7,2,2,2,4,5,5,5,4,5,1,1,5,3,3,3,3,3,3,3,5,3,3,3,4,6,2,7,1
"914",14,3,2,1,51,2,2,4,7,1,1,2,5,5,2,2,1,3,2,3,2,2,1,3,3,2,2,5,4,3,3,4,5,2,0,1
"915",11,3,7,1,76,2,2,2,1,2,1,1,5,5,7,1,5,6,1,5,1,1,1,3,1,1,1,3,1,1,4,4,3,2,5,1
"916",12,2,5,5,66,0,1,7,0,1,6,2,2,2,7,2,5,6,3,5,3,2,3,5,3,4,3,4,4,4,4,4,6,2,5,1
"917",12,2,1,3,53,4,1,7,0,4,1,5,7,3,7,2,1,5,1,3,1,1,1,2,1,3,2,1,2,3,4,5,2,0,0,1
"918",14,2,1,5,50,2,1,2,3,2,2,3,7,4,7,1,1,6,1,1,2,2,2,2,2,2,2,3,5,3,4,4,5,1,6,1
"919",17,3,1,1,40,0,2,7,0,4,1,3,6,3,3,1,1,2,1,3,1,1,1,1,1,3,1,5,2,1,5,4,5,0,9,1
"920",16,2,7,1,37,2,2,2,2,4,3,1,3,2,5,2,4,1,2,3,2,1,2,2,3,3,2,4,2,2,4,4,5,6,6,1
"921",14,1,7,3,44,1,2,7,0,3,1,2,7,6,7,1,5,2,1,1,1,1,1,3,1,1,1,5,1,1,4,1,5,0,0,1
"922",14,2,1,5,27,2,2,7,0,4,1,4,7,4,7,1,1,6,2,3,1,1,1,1,1,5,1,3,1,2,4,4,6,0,0,2
"923",13,3,1,4,40,2,1,7,0,4,1,1,2,6,7,1,1,6,1,1,1,2,1,1,1,2,2,1,2,5,4,4,6,0,0,2
"924",14,3,1,1,45,2,2,1,5,2,6,1,2,2,4,1,1,6,1,1,1,1,1,1,1,1,1,3,1,1,3,1,6,1,0,2
"925",16,2,1,5,48,3,1,3,3,2,4,3,7,3,5,4,2,2,3,3,2,2,2,1,2,3,3,5,2,2,4,2,5,2,1,2
"926",16,2,1,5,36,2,2,3,5,2,3,4,7,6,7,2,2,5,2,6,1,1,2,2,2,3,2,4,3,3,4,4,6,3,3,2
"927",14,2,1,5,47,2,2,3,5,2,6,2,2,2,4,1,1,4,1,1,1,1,1,2,2,2,2,4,5,2,2,2,3,3,5,2
"928",14,3,5,5,60,4,2,7,0,4,1,5,7,7,7,2,2,2,2,5,3,4,4,4,4,5,3,4,2,3,5,2,6,0,0,3
"929",12,1,5,3,62,0,1,2,0,3,1,4,7,7,7,5,5,5,3,5,4,4,4,4,4,5,4,4,4,5,5,5,6,0,0,2
"930",20,3,1,5,47,1,1,7,7,3,8,4,2,2,5,1,1,2,1,1,1,1,1,1,1,3,1,5,5,1,3,3,6,1,5,2
"931",14,2,7,3,66,2,1,3,7,2,1,7,1,2,7,5,5,2,1,5,1,2,2,2,4,2,3,5,2,3,5,2,6,6,5,2
"932",12,3,4,4,75,5,1,1,3,2,3,2,7,7,7,3,2,6,1,2,5,5,5,5,5,5,5,3,5,3,2,4,6,0,10,3
"933",12,3,5,5,66,6,1,3,5,1,1,2,2,7,7,2,5,6,1,5,3,5,1,5,3,5,3,5,1,5,4,1,6,0,0,2
"934",12,1,2,5,44,6,2,3,5,2,6,4,2,4,7,3,5,5,1,5,1,1,1,1,4,4,3,1,3,3,5,4,3,0,0,2
"935",13,2,1,4,34,4,2,3,7,3,5,5,5,6,6,2,3,3,2,3,1,1,1,2,3,3,1,5,2,2,4,3,5,0,1,2
"936",12,1,1,1,47,1,1,3,1,1,2,3,6,4,2,1,3,4,1,5,2,2,3,2,3,3,1,4,2,1,3,4,6,1,2,2
"937",12,3,4,3,44,3,2,3,5,1,2,3,7,7,4,6,5,5,2,2,2,2,3,3,1,1,2,4,4,2,4,4,6,0,0,2
"938",12,1,7,5,52,8,1,7,2,1,2,1,1,4,7,1,5,1,2,5,3,3,1,2,4,5,3,3,3,5,4,5,6,0,0,2
"939",12,3,5,2,62,0,1,3,2,2,2,4,2,2,7,3,5,6,1,2,4,4,4,4,5,5,5,2,2,5,5,5,6,0,6,2
"940",13,2,1,2,44,5,2,7,0,4,1,1,7,7,3,1,2,5,2,5,1,1,1,1,1,4,1,5,5,1,5,1,6,1,10,2
"941",13,1,2,5,42,3,1,7,0,4,1,4,2,4,7,4,5,6,1,5,1,1,1,1,1,1,1,1,1,1,4,4,6,0,0,2
"942",16,2,2,5,51,2,2,4,0,3,3,6,3,4,7,1,5,3,1,4,2,2,2,2,2,3,2,2,2,3,3,3,6,4,0,2
"943",14,3,6,5,64,4,2,3,7,1,8,1,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,5,1,1,4,1,2,0,0,2
"944",11,1,2,1,42,0,1,7,0,3,2,1,2,4,7,2,4,6,4,3,2,1,3,2,2,5,3,4,3,4,4,4,6,0,0,2
"945",16,3,5,1,64,1,2,4,5,3,5,5,3,5,4,2,5,5,1,4,1,1,1,2,2,2,1,5,4,2,5,3,6,2,6,1
"946",16,3,5,1,84,4,1,4,4,3,1,5,5,5,5,2,6,6,1,5,2,2,2,2,2,4,1,5,2,1,4,2,4,2,3,1
"947",12,3,1,5,52,0,1,7,2,4,1,5,2,1,1,2,2,5,1,4,1,1,1,3,4,5,3,4,2,4,4,4,6,0,6,1
"948",20,3,4,4,48,2,1,1,7,2,5,6,7,6,5,1,1,5,1,2,1,1,1,1,1,1,1,5,2,1,4,4,5,3,5,1
"949",13,2,5,5,62,1,2,4,0,2,5,6,7,7,7,1,5,1,1,5,1,1,1,5,4,3,1,5,3,3,5,2,6,5,0,1
"950",15,2,1,3,55,2,2,6,0,2,1,2,7,5,7,1,1,2,1,2,1,1,1,2,3,5,1,1,1,4,1,5,4,0,2,1
"951",12,3,5,1,65,2,2,4,2,3,3,2,4,4,3,2,6,6,1,3,1,1,1,2,2,4,2,3,4,1,3,3,6,2,5,1
"952",14,2,2,1,25,0,2,1,8,1,8,3,7,3,7,2,3,4,2,3,2,2,2,3,3,4,2,4,1,2,3,5,6,3,2,1
"953",15,3,5,2,83,3,1,4,7,1,4,4,3,4,5,1,1,4,1,1,2,1,1,2,2,3,1,5,3,2,5,5,5,10,6,1
"954",13,2,8,5,56,1,1,4,3,2,1,5,3,3,7,6,5,6,4,5,2,2,1,3,4,5,3,5,2,4,4,5,6,0,0,1
"955",13,2,2,3,74,2,1,2,2,2,1,2,7,5,3,1,1,2,1,2,2,2,1,2,2,3,1,2,2,1,4,3,3,0,5,1
"956",13,2,1,3,54,3,2,1,4,1,4,6,5,6,7,2,2,3,2,5,2,1,1,4,1,4,1,5,2,3,5,5,6,0,0,1
"957",12,3,2,1,58,0,1,7,0,4,3,5,7,6,6,2,4,4,1,5,1,1,1,2,4,5,1,5,2,2,4,3,3,3,6,1
"958",13,2,1,5,27,0,1,7,0,4,1,1,7,2,6,1,4,6,1,2,1,2,1,3,2,2,1,3,5,2,3,1,6,5,5,1
"959",12,2,7,1,52,3,2,1,0,4,3,2,2,2,7,1,5,6,1,5,1,1,2,3,1,1,1,1,1,1,3,3,6,5,5,1
"960",16,4,5,1,71,3,1,2,6,2,7,5,5,5,6,2,5,6,1,2,2,2,1,2,2,3,2,5,3,2,3,5,6,1,2,1
"961",14,2,2,1,68,4,1,4,6,2,2,3,7,5,4,2,5,3,2,5,2,2,1,2,1,1,1,1,1,2,5,5,5,0,5,1
"962",12,3,5,1,74,3,2,4,0,2,8,5,7,6,7,1,5,6,1,3,2,2,2,3,3,3,2,2,4,2,5,5,5,2,6,1
"963",18,3,5,1,69,2,2,4,6,2,2,3,4,3,4,2,5,6,1,4,3,2,2,4,1,3,1,1,5,2,3,4,6,6,5,1
