"","EDUC","CLASS","WRKSTAT","MARITAL","AGE","CHILDS","SEX","RELTRAD","ATTEND","RELPERSN","RELACTIV","SOCREL","SOCOMMUN","SOCFREND","SOCBAR","INTRNETUSE","INTPRFSSNL","UNPLUG","INTHOME","INTPUB","INTSKILL","INTSURF","INTLITERACY","INTAPPS","INTCOMM","INTSHARE","INTSEARCH","INTGAME","INTSTREAM","INTFNCL","INTMEET","INTLNLY","INTVIEWS","INTRUST","TRPPL","RACECEN1.mod"
"350",16,2,1,5,24,0,1,7,0,4,1,3,5,3,5,1,1,2,1,1,1,1,1,1,1,4,1,3,1,2,3,3,6,4,5,1
"351",18,3,1,1,42,2,2,1,7,1,4,4,5,5,6,1,1,2,1,4,1,1,1,1,1,5,2,5,3,2,1,3,6,3,6,1
"352",16,3,1,1,36,3,1,2,3,2,4,4,4,4,4,1,1,3,1,3,1,1,2,2,1,2,1,3,1,2,5,4,5,5,6,1
"353",12,3,1,1,51,1,1,6,5,4,2,6,6,4,5,1,1,5,2,3,2,1,1,2,2,3,2,4,3,3,5,4,3,2,4,1
"354",15,3,1,3,53,2,1,2,2,4,1,3,6,4,6,1,1,5,1,5,1,1,1,1,3,3,2,4,1,1,2,2,5,3,4,1
"355",15,3,1,1,51,2,1,7,0,4,1,3,2,6,6,2,3,6,2,5,1,1,1,2,2,5,1,4,1,2,4,4,5,5,7,1
"356",16,3,1,1,38,2,2,1,4,2,3,3,5,4,4,1,1,2,1,2,1,1,1,1,1,1,1,5,3,1,4,2,6,2,5,1
"357",16,3,2,1,41,2,2,4,1,3,2,4,4,4,7,2,1,4,1,3,1,1,2,2,2,4,1,5,3,1,5,4,6,7,3,1
"358",11,2,4,5,21,0,1,4,0,3,2,1,7,1,7,3,4,4,4,4,2,3,2,3,3,2,4,4,3,3,3,3,3,5,5,2
"359",18,3,3,5,35,0,2,7,1,4,1,5,7,2,4,2,1,4,1,3,2,2,2,2,1,4,2,4,3,2,3,4,6,5,3,1
"360",16,1,1,5,55,0,2,4,7,2,6,2,6,3,3,1,1,5,1,3,1,1,1,1,1,4,1,2,1,1,5,5,6,2,1,1
"361",10,2,1,5,39,0,1,7,0,4,1,5,3,2,3,1,1,6,1,2,3,3,3,4,1,3,1,5,1,1,5,5,6,5,5,1
"362",16,2,1,5,33,0,2,1,4,2,4,2,6,4,3,1,1,6,1,3,1,1,1,2,3,2,2,5,2,2,3,2,6,4,6,1
"363",17,3,1,1,58,6,1,4,7,1,7,6,5,5,5,2,2,4,2,2,1,1,1,1,1,3,1,5,3,1,4,4,6,2,2,1
"364",12,3,5,1,69,2,2,1,7,1,6,4,7,3,6,2,5,6,1,3,2,2,2,4,2,4,1,2,4,3,5,5,6,5,4,1
"365",20,3,5,1,76,2,1,2,3,3,3,5,7,7,6,2,6,3,1,5,2,2,2,3,3,5,2,5,4,4,3,4,6,2,0,1
"366",12,2,5,1,64,3,2,1,6,2,4,3,7,2,3,1,5,6,1,1,2,1,1,2,4,2,1,5,2,3,4,2,6,0,8,1
"367",14,3,5,1,68,2,2,2,0,1,1,4,7,6,7,1,5,6,1,6,1,1,1,5,2,3,1,5,5,2,5,3,5,0,2,1
"368",13,2,2,2,85,4,1,2,2,2,4,4,4,6,4,4,5,6,1,5,3,2,4,4,3,4,4,5,1,5,3,2,6,6,4,1
"369",16,3,1,1,31,1,2,1,7,1,7,4,2,5,5,2,1,4,1,3,1,2,1,2,2,3,2,5,3,2,5,4,6,1,2,1
"370",17,3,1,1,33,2,1,4,2,3,1,3,7,3,3,1,1,3,2,3,1,1,2,1,1,3,1,4,2,2,4,4,5,0,7,1
"371",16,3,1,3,55,2,2,7,0,4,3,2,6,4,3,1,1,4,1,3,2,2,1,2,1,4,1,4,2,2,5,5,6,5,6,1
"372",19,3,7,1,44,2,2,4,0,3,2,5,4,4,4,2,4,6,3,3,1,1,2,3,2,3,2,3,2,2,4,2,6,3,8,1
"373",16,2,1,1,51,2,2,1,6,2,2,5,7,5,6,1,1,5,1,2,1,2,2,3,1,4,1,5,3,1,5,5,6,0,5,2
"374",18,2,1,1,42,2,1,2,2,4,2,2,4,4,6,1,1,4,1,2,1,1,1,2,2,3,2,4,1,1,4,4,5,3,5,1
"375",16,3,2,4,51,5,2,2,4,2,1,3,3,2,4,1,4,3,2,2,1,1,1,3,1,1,1,5,3,1,4,4,6,0,4,1
"376",16,3,1,1,33,2,1,1,4,2,2,1,3,5,4,1,1,2,2,3,2,1,4,1,1,4,1,5,2,1,4,5,6,6,8,1
"377",14,3,1,1,45,3,2,7,0,4,1,6,7,5,6,2,3,6,1,2,1,1,1,2,2,3,1,3,1,2,3,3,5,2,3,1
"378",16,3,1,5,31,0,2,5,1,3,1,4,3,4,3,1,1,4,2,2,1,1,1,1,1,1,1,3,1,1,3,2,6,3,2,1
"379",17,3,1,5,28,0,2,4,3,3,1,5,2,5,2,1,1,6,1,1,1,1,1,1,1,3,1,1,1,1,5,5,5,0,4,1
"380",16,2,1,5,26,0,1,4,3,3,4,4,3,2,2,1,1,5,1,1,1,1,2,2,1,2,1,4,3,3,5,4,6,5,5,1
"381",17,2,1,5,39,0,1,7,7,4,1,5,5,5,5,1,1,6,1,1,1,1,1,1,1,4,1,1,1,1,5,5,6,0,7,2
"382",18,4,1,1,48,0,2,7,0,4,1,7,3,3,3,1,1,6,2,3,1,1,1,4,1,4,1,3,1,1,3,2,6,2,3,1
"383",19,3,5,1,67,0,2,7,0,4,1,7,5,5,5,2,5,2,1,3,1,1,2,2,2,3,2,5,4,3,3,4,2,2,5,1
"384",12,2,1,3,45,2,1,4,3,1,2,7,4,5,6,2,4,6,1,3,2,2,3,2,1,1,1,3,1,3,5,1,6,0,0,6
"385",16,4,3,1,33,2,2,7,0,4,1,3,5,3,3,1,1,4,1,3,2,1,1,2,1,3,1,5,2,2,1,3,5,6,5,4
"386",17,2,1,3,36,0,1,7,0,4,1,5,7,5,5,2,2,3,2,3,2,1,1,2,2,3,1,3,3,2,3,2,3,5,6,1
"387",16,3,2,1,64,2,2,7,0,4,1,5,5,3,4,1,2,2,1,2,1,2,1,3,3,3,1,5,3,2,5,3,6,1,8,1
"388",14,2,1,5,21,0,1,7,0,4,1,2,5,2,4,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,3,3,6,8,6,1
"389",20,3,1,1,44,4,1,1,7,1,8,2,5,3,5,2,1,3,2,4,2,2,2,2,2,4,2,4,2,2,4,4,6,2,7,1
"390",16,3,1,5,33,0,2,7,0,4,1,5,6,3,4,1,1,3,1,2,1,1,1,2,1,3,1,5,2,1,3,2,4,0,4,1
"391",15,3,1,1,39,2,1,7,3,4,1,5,5,5,7,2,2,2,1,2,1,1,1,1,1,5,1,2,1,1,3,2,6,3,6,1
"392",16,4,7,1,35,0,2,5,4,4,4,2,3,3,4,1,1,6,1,1,2,2,1,2,1,4,1,2,1,1,4,4,6,4,7,4
"393",12,2,5,3,50,2,2,6,0,4,8,7,4,2,7,1,5,1,1,4,2,2,2,4,3,2,1,5,1,2,5,5,6,0,0,1
"394",19,3,1,1,44,0,1,4,4,3,3,4,3,3,3,1,1,6,2,4,1,1,1,1,1,4,1,4,1,1,4,4,5,4,2,1
"395",12,3,5,1,79,1,1,7,0,4,1,7,5,5,7,3,5,1,1,5,1,2,1,4,1,4,1,5,5,2,4,2,6,5,5,1
"396",14,3,1,1,45,8,1,1,7,2,4,2,5,5,7,4,2,2,2,3,2,2,1,2,3,1,2,1,3,2,3,4,6,1,5,2
"397",20,2,1,5,39,0,2,7,0,4,1,5,7,2,2,1,3,3,1,3,1,1,1,2,1,1,1,4,3,2,3,3,6,5,5,1
"398",12,3,1,5,46,3,2,7,0,4,1,5,4,5,6,2,3,5,2,3,2,2,1,1,1,2,1,3,1,1,5,2,6,3,7,1
"399",18,3,1,3,37,0,2,7,1,4,1,5,5,3,4,3,1,1,1,3,1,1,1,1,1,2,1,4,1,3,3,3,6,4,3,1
"400",17,3,1,1,42,2,1,7,2,4,1,4,5,4,5,1,2,5,2,2,1,1,2,1,3,3,2,5,2,2,2,2,5,5,6,1
"401",16,3,5,1,76,0,2,2,3,2,1,5,6,4,6,3,6,6,1,4,2,2,1,2,2,3,3,5,5,3,5,3,6,1,8,1
"402",12,2,1,5,27,0,1,7,0,4,1,4,3,5,5,2,2,3,2,2,1,1,1,2,2,2,1,2,2,2,3,5,5,3,3,1
"403",14,3,4,4,41,2,1,7,0,4,1,4,6,2,6,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,3,2,1,1,7,1
"404",16,3,2,1,70,1,1,1,4,3,2,2,4,5,4,2,5,6,4,5,5,2,1,5,5,5,3,5,5,5,4,4,6,0,6,1
"405",19,3,1,1,52,2,2,2,2,3,3,5,4,3,3,2,1,5,1,3,2,2,2,2,2,2,1,5,4,2,4,3,6,3,7,1
"406",16,3,1,1,32,1,1,7,0,4,1,3,7,5,4,2,5,4,1,3,1,1,1,1,1,4,1,2,1,2,4,4,6,2,8,1
"407",12,3,1,5,24,0,1,7,0,4,1,5,7,3,4,1,1,6,1,1,1,1,1,1,1,1,1,4,1,1,3,4,6,0,3,1
"408",16,3,1,5,30,0,1,4,2,3,1,5,6,5,2,1,1,5,2,3,1,2,2,2,2,4,2,4,2,2,2,4,3,5,5,1
"409",12,3,5,2,89,2,2,4,6,2,4,2,7,7,7,1,5,6,1,5,3,4,2,3,4,4,4,3,5,5,5,2,6,0,10,1
"410",14,3,1,2,58,2,2,7,1,4,1,2,4,5,5,2,2,2,2,3,1,1,1,1,3,4,1,5,3,1,4,5,5,0,3,1
"411",13,4,1,1,60,3,1,1,6,2,4,2,4,4,3,1,1,6,1,3,2,2,1,2,1,3,1,5,1,1,4,3,6,5,5,1
"412",16,2,1,1,55,2,2,4,4,3,1,4,7,4,5,2,2,3,2,3,1,1,1,2,1,1,1,5,3,2,4,4,6,2,7,1
"413",15,1,5,3,38,0,1,6,0,2,1,3,7,2,5,3,6,4,4,3,2,3,2,4,3,3,3,3,2,3,2,2,2,3,5,1
"414",18,2,1,1,37,0,1,7,0,4,1,6,7,7,7,1,1,6,1,3,1,1,1,1,1,4,1,4,2,1,3,3,6,4,4,1
"415",12,2,1,5,24,0,1,7,0,4,1,3,7,3,7,1,1,3,1,2,1,1,1,1,1,3,1,3,1,1,3,5,6,0,7,2
"416",18,3,1,3,35,1,1,1,6,1,3,5,6,4,5,1,1,6,1,1,1,1,1,1,1,2,1,2,1,1,3,4,6,5,5,1
"417",13,2,2,3,69,2,2,1,8,1,8,2,6,4,7,2,2,4,2,4,1,1,1,2,2,4,2,4,3,1,4,4,6,3,5,2
"418",13,2,1,5,48,6,2,3,1,3,2,4,7,5,5,1,1,2,1,1,2,2,2,3,1,1,1,3,1,1,2,2,3,4,1,2
"419",10,1,5,5,89,3,2,3,7,1,8,3,7,3,7,2,5,6,1,5,1,2,4,5,5,5,3,1,5,1,5,2,6,0,3,2
"420",12,2,2,1,32,5,2,7,0,4,1,2,7,4,5,1,4,6,1,5,1,1,1,2,1,1,1,4,1,1,4,5,6,0,0,2
"421",15,3,1,5,57,0,1,3,2,3,1,4,4,5,6,1,2,6,1,3,1,1,1,2,1,1,1,3,1,1,3,3,6,4,5,2
"422",16,3,1,4,48,0,1,2,2,3,1,3,2,4,3,1,1,3,2,3,1,1,2,2,1,4,2,3,2,2,4,5,6,3,6,1
"423",12,2,1,1,25,0,1,1,6,2,2,3,7,3,7,2,5,5,2,3,2,1,2,1,4,5,1,5,5,2,5,5,6,0,2,1
"424",12,3,1,1,50,2,1,7,0,4,1,3,6,1,5,2,1,2,1,1,3,3,3,4,4,4,2,5,5,5,5,5,6,4,0,1
"425",12,3,5,1,85,3,1,3,0,3,1,2,7,2,4,1,5,3,1,5,2,3,3,3,3,4,2,1,3,5,4,5,6,0,5,2
"426",16,2,5,3,68,2,2,4,1,3,1,3,7,6,7,4,5,2,1,1,3,3,2,4,1,3,3,3,4,2,5,4,6,5,0,1
"427",12,3,1,2,69,3,2,1,8,1,8,3,7,4,7,2,1,1,1,3,1,1,2,3,1,4,1,3,1,1,4,4,5,0,0,2
"428",16,3,7,1,33,2,2,6,7,1,8,2,4,3,7,3,5,3,2,3,1,1,1,2,1,5,2,5,2,2,5,5,6,5,8,1
"429",16,4,5,1,69,0,2,2,1,3,2,5,6,5,5,2,1,2,1,2,2,1,1,2,1,3,1,5,5,2,4,3,6,5,5,1
"430",16,3,2,1,67,5,2,6,6,2,6,3,4,4,7,2,2,3,2,2,2,2,3,4,1,3,2,5,4,2,5,3,6,4,8,1
"431",14,1,4,5,39,0,1,7,0,4,1,4,5,3,3,2,3,2,2,2,1,1,2,2,1,4,1,5,3,2,4,5,6,5,8,1
"432",17,3,1,1,60,0,1,7,0,4,1,3,7,6,6,1,1,6,1,4,3,2,3,3,1,4,1,5,1,1,5,5,6,0,5,1
"433",12,3,7,1,45,6,2,6,3,2,1,6,7,4,7,1,5,4,2,1,2,2,2,3,2,3,2,3,1,2,5,1,5,0,7,6
"434",18,3,1,1,70,5,1,6,7,1,8,2,3,4,7,1,1,6,2,3,1,1,1,1,1,5,1,5,3,1,5,4,6,2,3,1
"435",14,2,1,1,61,4,1,6,0,4,1,5,5,6,6,2,1,6,1,5,2,4,3,1,1,5,2,5,3,2,3,1,5,2,5,3
"436",14,3,7,1,36,2,2,6,8,1,8,3,5,5,7,1,4,3,2,4,2,1,1,2,3,3,2,5,2,3,5,4,3,0,5,1
"437",14,3,1,1,36,4,1,7,0,4,3,3,4,3,7,2,1,2,1,3,2,3,1,3,3,3,2,3,2,2,5,5,6,0,4,1
"438",20,3,1,1,48,5,1,6,8,1,8,2,4,4,7,2,1,2,1,3,2,2,3,4,3,2,2,4,3,2,4,4,5,1,7,1
"439",15,2,6,3,34,0,2,3,7,2,6,5,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,0,4,2
"440",14,1,4,4,38,3,2,7,0,4,1,2,4,7,7,1,6,2,1,1,2,2,2,3,1,2,1,5,1,2,1,3,2,5,4,1
"441",18,2,1,2,55,1,2,7,3,4,3,2,2,2,7,2,3,4,1,5,3,2,3,4,2,5,2,5,5,2,5,5,6,0,0,1
"442",16,2,4,5,67,0,1,7,8,4,8,5,2,6,7,2,4,2,3,3,2,2,1,3,3,3,2,5,3,2,5,5,3,2,3,1
"443",10,2,5,1,72,1,1,2,3,1,3,1,2,3,7,2,3,3,2,4,2,1,2,2,3,3,2,3,4,3,5,4,5,2,9,1
"444",20,2,1,5,47,0,2,6,0,4,1,5,7,2,7,2,2,6,2,2,1,1,1,1,1,1,1,5,2,2,1,3,4,2,1,1
"445",18,2,1,5,38,0,2,7,0,4,1,4,7,3,6,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,1,0,1
"446",16,2,5,3,76,3,1,4,3,2,1,7,7,7,5,2,5,6,1,5,3,4,2,4,4,4,3,5,1,2,4,2,1,5,0,1
"447",17,3,5,1,69,2,2,4,6,2,2,2,4,5,7,2,6,6,1,5,2,2,3,4,3,3,2,5,4,2,5,5,6,0,6,1
"448",20,2,7,1,54,3,2,1,8,4,1,2,5,6,7,2,5,6,2,6,1,1,1,2,1,3,1,5,2,3,2,3,6,1,0,1
"449",15,2,5,3,59,2,2,4,5,2,6,4,5,4,5,2,5,3,1,3,2,2,2,4,2,2,2,3,2,1,5,3,6,0,1,1
"450",7,2,5,2,80,8,1,4,1,2,1,2,6,5,6,3,6,5,4,2,2,1,4,1,1,3,1,5,1,3,2,4,5,10,5,1
"451",14,2,3,5,39,3,1,7,0,3,1,1,4,2,7,1,1,5,1,1,2,2,1,2,3,4,1,5,2,2,4,4,6,1,8,2
"452",18,2,1,1,49,2,1,1,6,3,4,3,7,4,5,1,1,6,1,2,1,1,1,1,1,2,1,4,2,1,5,5,6,0,1,1
"453",12,2,2,5,21,0,2,4,3,3,3,2,1,2,3,2,3,2,2,3,2,2,2,3,1,2,3,4,2,2,4,5,6,3,4,1
"454",13,2,1,3,62,2,2,4,6,2,3,2,6,7,2,2,2,2,4,5,2,2,1,2,2,3,2,4,2,3,5,3,2,7,3,1
"455",18,2,1,5,42,0,2,7,0,4,1,6,7,4,7,2,2,2,1,3,1,1,1,2,2,3,1,5,5,1,5,4,6,1,0,2
"456",14,3,2,5,31,0,1,1,5,3,3,1,3,2,5,1,3,2,1,3,1,1,1,1,1,3,2,5,2,2,3,3,6,0,0,2
"457",15,3,2,1,47,3,1,6,7,2,4,3,5,5,7,1,1,3,1,1,1,1,1,1,1,2,1,4,2,2,4,3,4,5,5,4
"458",17,3,4,3,49,2,1,1,4,2,2,3,1,2,7,2,4,6,1,2,1,1,1,1,1,4,1,4,2,1,4,3,5,5,7,2
"459",12,2,2,4,63,1,1,4,6,1,6,6,4,2,4,2,5,1,2,2,1,1,1,2,2,5,1,3,5,3,5,4,6,0,0,1
"460",12,2,1,3,39,2,2,1,8,2,6,3,7,3,7,1,1,3,1,2,2,2,2,3,2,4,2,5,3,2,3,4,6,0,3,1
"461",13,1,7,5,23,4,2,7,0,1,2,1,1,1,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"462",13,2,1,5,36,1,2,7,0,4,1,4,7,5,5,2,3,5,2,3,1,1,2,2,1,3,2,4,2,1,2,3,6,5,4,1
"463",10,2,5,1,87,7,2,1,7,1,6,2,7,2,7,1,5,3,1,5,2,1,1,4,1,2,1,5,5,1,5,1,6,0,0,1
"464",16,3,1,1,52,2,2,7,0,4,1,4,3,3,3,2,1,3,2,2,1,1,1,1,1,2,1,5,3,2,3,2,4,5,3,1
"465",13,3,5,2,78,2,2,4,7,2,5,2,6,6,7,2,5,1,2,4,4,4,3,5,5,5,2,5,4,2,5,5,6,2,2,1
"466",16,3,1,1,50,2,2,1,7,2,6,3,5,4,7,1,2,3,2,3,1,1,1,2,1,2,1,4,2,2,5,4,5,2,5,1
"467",17,2,6,5,22,0,2,7,0,3,1,3,3,2,3,1,1,3,1,2,3,3,2,4,2,2,1,3,2,3,2,3,6,3,4,1
"468",15,2,4,5,24,0,1,7,0,4,1,2,7,2,7,1,1,6,1,2,1,1,1,1,1,4,1,3,2,2,1,2,6,5,3,1
"469",14,3,4,5,24,0,1,2,7,4,5,3,4,4,3,2,6,4,2,2,1,1,1,1,2,2,2,4,3,2,4,5,4,1,7,1
"470",12,2,1,3,56,2,1,4,0,2,1,4,5,6,7,2,2,6,2,5,5,4,1,5,5,5,1,5,4,5,5,5,6,5,3,1
"471",11,1,2,5,21,0,2,7,0,4,1,3,5,1,7,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,3,1,6,10,0,1
"472",16,3,1,1,40,1,2,7,0,4,1,5,3,3,4,1,1,5,1,2,1,1,1,2,1,1,1,3,2,1,3,2,5,7,4,1
"473",19,4,1,1,79,2,1,7,0,4,1,2,7,2,7,2,1,6,3,1,1,1,1,2,1,5,1,5,5,2,4,4,6,0,8,1
"474",16,3,5,1,65,3,2,7,1,3,1,4,7,6,6,2,4,5,2,2,2,2,2,2,2,2,2,4,3,2,3,3,5,4,6,1
"475",16,3,5,1,67,2,1,7,0,4,1,4,7,2,3,1,5,6,1,2,1,1,1,1,1,3,2,5,3,2,4,2,2,2,9,1
"476",20,3,1,1,39,1,1,7,2,4,1,5,4,3,2,1,1,5,1,1,1,1,1,1,1,4,2,2,2,2,4,5,5,4,8,1
"477",17,4,1,1,43,2,1,1,2,4,4,3,3,1,4,1,1,6,1,2,1,1,1,1,1,4,1,3,3,1,4,3,4,4,5,1
"478",14,2,4,3,38,4,1,7,2,3,3,6,6,3,3,1,1,6,1,1,1,1,1,3,1,5,1,1,1,3,2,2,6,0,5,2
"479",19,3,1,1,42,2,2,2,6,1,6,3,6,5,5,1,1,2,2,2,1,1,1,1,1,3,1,4,1,1,3,3,4,5,7,1
"480",12,3,5,1,65,3,2,7,0,3,1,5,7,7,7,2,2,1,2,5,3,2,2,3,4,4,2,3,5,1,3,2,6,5,5,1
"481",12,3,5,1,74,1,1,2,1,2,1,6,7,7,7,2,5,3,1,3,3,2,1,3,3,4,1,2,4,2,5,3,6,0,5,1
"482",17,2,1,5,45,0,2,6,5,2,4,2,5,3,5,2,1,3,2,2,2,2,2,2,1,2,2,4,2,2,4,4,4,5,5,1
"483",12,2,1,5,53,1,2,7,0,4,1,1,7,5,5,4,5,3,1,4,2,2,1,4,5,4,1,5,5,1,5,5,6,0,1,2
"484",12,2,1,3,57,2,2,2,0,3,1,5,7,4,5,1,1,1,1,1,1,1,2,4,1,1,1,5,1,2,3,5,4,2,4,1
"485",12,1,5,1,69,2,1,7,0,2,1,6,4,3,7,2,5,6,1,5,3,4,2,4,5,4,4,4,4,5,5,5,6,0,6,1
"486",12,3,5,3,64,0,1,2,0,2,1,5,5,5,5,4,5,1,5,5,5,4,1,5,5,5,5,5,5,5,5,5,6,0,0,1
"487",14,3,1,2,48,1,2,1,7,2,4,3,5,2,6,2,1,4,1,2,1,1,1,2,1,1,1,5,1,1,5,5,6,5,7,1
"488",12,2,1,3,46,3,1,1,3,2,3,1,1,4,3,1,2,3,1,2,2,2,2,2,2,2,2,5,2,5,3,4,3,2,3,1
"489",12,2,5,1,77,3,1,2,2,3,2,3,2,3,2,3,5,5,1,3,3,3,3,4,3,3,2,5,3,4,4,4,6,0,0,1
"490",13,3,5,1,70,4,1,7,0,3,1,5,6,6,7,1,5,5,1,3,1,1,1,2,2,3,1,3,1,2,3,3,6,0,0,2
"491",12,3,4,5,60,0,1,1,7,1,2,5,7,7,7,1,5,6,1,3,2,2,3,4,2,3,3,5,2,4,5,1,3,3,7,1
"492",18,2,1,1,55,1,1,4,7,2,6,5,6,5,7,2,2,3,2,2,2,1,1,1,1,5,2,5,3,1,4,5,5,0,0,6
"493",12,3,1,1,27,1,1,4,2,3,1,2,6,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,0,4,6
"494",18,1,3,1,57,5,1,1,3,3,3,4,7,4,7,1,1,2,1,3,1,1,1,1,1,2,1,5,2,1,3,2,5,3,5,2
"495",20,3,5,2,80,3,2,2,2,2,1,5,7,7,7,1,5,2,1,5,1,1,1,3,2,4,1,5,5,4,5,2,6,2,6,1
"496",14,3,1,1,50,1,1,7,1,4,1,5,1,2,4,1,1,2,4,3,1,1,1,1,1,4,1,3,2,2,4,4,6,5,6,1
"497",13,3,5,3,71,4,1,4,0,2,1,6,7,4,7,1,5,4,1,5,1,1,2,2,3,4,2,5,3,2,3,1,6,0,6,6
"498",16,3,2,3,60,5,2,1,8,1,8,5,7,5,7,2,1,2,1,2,1,1,2,3,1,2,1,3,3,1,3,3,6,2,5,1
"499",12,2,1,3,60,2,2,1,4,2,3,4,7,4,7,6,5,6,4,5,4,4,2,4,1,5,5,3,5,5,1,5,6,0,2,1
"500",17,3,1,5,30,0,2,7,1,3,1,2,4,2,5,1,1,5,2,3,1,2,1,2,1,5,1,3,1,2,3,1,6,5,6,1
"501",16,4,1,1,77,2,1,1,6,1,5,5,4,5,7,1,1,6,2,3,2,2,2,3,2,1,1,5,2,2,5,3,4,5,6,1
"502",16,3,5,5,65,0,2,2,7,2,1,5,4,3,5,2,6,3,2,3,1,2,2,2,2,4,1,3,2,2,3,2,6,6,5,1
"503",12,2,1,4,60,2,2,6,0,4,1,2,3,3,5,2,3,1,2,3,3,2,1,3,1,2,3,5,2,2,4,5,6,0,0,1
"504",16,3,1,5,26,0,2,7,0,4,1,3,7,6,7,1,1,2,2,3,1,1,1,1,2,5,1,2,2,2,1,4,6,5,0,1
"505",20,3,1,2,62,1,2,7,0,4,1,4,7,3,6,1,1,1,1,4,1,1,1,1,1,3,1,5,4,1,3,3,6,4,5,1
"506",14,3,1,1,41,0,1,1,7,2,8,5,5,2,2,1,3,6,2,3,1,1,1,2,1,4,2,5,3,1,4,5,6,2,7,1
"507",16,3,5,1,77,1,2,2,3,4,3,3,4,4,6,1,5,6,1,1,1,1,1,1,4,3,1,5,4,1,5,5,6,3,4,1
"508",16,2,2,1,42,3,2,4,2,2,2,7,2,7,7,1,1,4,1,1,1,1,1,1,1,1,1,4,1,3,2,4,6,0,0,6
"509",14,1,1,3,43,1,2,7,0,4,1,6,2,3,7,1,1,6,1,1,1,1,1,2,1,2,1,1,3,2,3,5,6,7,1,1
"510",16,3,5,1,74,4,1,2,4,1,4,4,2,2,7,1,1,4,1,1,1,1,1,1,1,4,1,5,1,2,5,1,6,5,5,1
"511",18,3,1,5,42,2,2,7,0,3,1,1,2,4,5,1,1,2,1,1,1,1,1,2,1,2,1,4,4,2,4,5,6,3,4,2
"512",16,2,2,5,44,1,1,4,7,2,5,2,7,2,7,1,5,2,2,2,2,2,1,2,2,5,1,5,2,2,4,5,6,0,2,1
"513",17,3,1,1,39,1,2,4,1,3,2,1,2,4,3,1,1,6,2,2,2,1,1,3,1,2,2,3,3,3,4,3,6,2,3,1
"514",12,2,7,1,22,1,2,4,1,3,2,2,5,2,4,1,3,3,1,3,1,1,1,2,1,3,1,5,2,2,4,3,5,2,4,1
"515",16,2,1,3,60,2,1,3,5,2,3,2,3,4,1,2,1,2,3,2,2,3,1,4,3,2,1,5,5,2,4,5,2,2,3,2
"516",18,2,1,5,41,2,2,3,5,2,4,4,7,5,7,1,3,2,1,1,1,1,2,2,2,4,2,5,5,2,5,4,6,3,5,2
"517",13,3,1,1,48,1,1,2,1,2,2,2,4,2,5,1,1,6,1,1,1,1,2,2,1,2,1,4,2,1,3,5,6,2,3,1
"518",12,1,5,3,65,4,2,2,2,3,1,2,7,2,7,2,5,2,2,3,2,2,2,4,1,3,2,5,3,2,4,3,6,5,3,1
"519",12,2,1,5,42,4,1,3,2,2,2,2,2,2,5,1,2,6,2,4,1,1,1,1,2,2,2,2,2,3,3,4,6,0,3,2
"520",13,2,7,5,43,1,2,3,7,2,6,3,3,2,7,1,4,5,1,5,1,1,3,1,1,1,1,3,1,2,3,4,6,0,2,2
"521",12,4,7,5,34,2,2,7,0,4,1,6,6,6,7,2,5,3,1,3,5,5,5,5,4,3,1,5,3,2,5,5,5,0,0,2
"522",12,2,5,5,66,0,2,4,1,2,2,6,4,7,7,1,5,1,1,5,1,1,1,1,1,2,1,1,1,1,3,3,5,7,0,1
"523",11,2,2,5,67,2,2,3,7,1,1,1,7,1,7,1,1,3,1,3,2,2,3,2,2,5,3,1,5,2,5,4,6,0,0,2
"524",12,2,1,3,50,1,2,2,6,1,4,1,7,6,7,2,2,6,2,3,2,2,3,3,3,3,3,2,3,4,4,2,6,1,3,1
"525",14,3,1,1,46,3,2,1,5,1,4,2,4,5,7,2,1,4,1,2,1,1,2,2,1,1,1,3,2,2,4,4,6,5,5,2
"526",12,3,7,5,37,3,2,7,0,2,3,1,7,5,7,1,5,2,1,3,1,1,1,2,1,4,1,4,2,2,3,4,5,0,3,1
"527",13,3,5,2,76,3,2,1,8,2,6,1,6,3,7,2,5,1,1,5,2,2,3,4,3,5,2,3,3,2,4,4,5,4,6,1
"528",12,3,5,1,88,1,1,1,6,1,7,5,4,5,7,2,4,5,1,3,2,3,2,4,3,3,2,4,4,2,4,4,6,2,6,1
"529",12,2,1,1,28,4,1,4,2,3,4,2,3,5,7,1,3,2,1,4,1,1,1,2,2,4,1,5,1,1,5,5,6,0,0,2
"530",16,3,2,4,42,3,2,4,3,3,4,3,6,5,6,1,1,5,1,2,1,1,1,1,1,3,2,5,3,1,3,4,6,3,0,1
"531",12,2,1,3,30,3,2,3,3,3,1,3,2,4,5,2,3,2,2,3,1,1,1,2,2,2,2,2,2,2,5,4,6,5,0,2
"532",16,3,1,1,42,2,2,1,7,2,4,2,5,3,5,1,1,2,1,2,1,1,1,1,2,2,1,3,2,1,2,2,6,6,8,1
